name,fullName,address,lat,lon
Megastore supermarket,,"Xatai-nu, X.Mammedov kuc., 1 C",40.372705,49.944818
Şusa market,,"Xatai r-nu, Cavadxan kuc., 3",40.378835,49.948194
Bizim market Gence pr.,,"Xatai r-nu, Gence pr, 105",40.353918,49.96256
Megastore supermarket,,"Xatai r-nu, General Shixlinski kuc., 2",40.381467,49.964396
Megastore supermarket,,"Xatai r-nu, Kohne Gunesli qes, I.Ismayilov kuc, ev 5C",40.368818,49.972458
NAR Ahmedli,,"Xatai r-nu., M.Hadi kuc., 23/24",40.385082,49.95409
“Elit Optimal” Xalqlar,,"Xatai r-nu, M.Hadi kuc.,  49C",40.390701,49.954198
Bazarstore Ukraina,,"Xatai r-nu., M.Hadi kuc., 58",40.397425,49.951995
Grandmart H.Aslanov,,"Xatai r-nu., M.Hadi kuc., 75",40.371511,49.953608
Kaspi International School,,"Xatai r-nu, N.Aliyev kuc., 26",40.385071,49.870695
Gunesh market,,"Xatai r-nu., Nobel pr. 141",40.375696,49.919876
Rahat supermarket Nobel,,"Xatai r-nu, Nobel pr., 189 A",40.371174,49.931146
SAF Market,,"Xatai r-nu, q.Mammedov kuc., ev 7A, m. 9, 2947 meh.",40.370036,49.947855
Xalqlar Dostlugu M/S,,"Xatai r-nu, Q.Qarayev pr.",40.397087,49.952824
DOLU mağaza Əhmədli,,"Xatai r-nu, Sarayevo kuc., ev 32",40.386087,49.956614
Bizim market Sarayevo 2,,"Xatai r-nu, Sarayevo kuc, ev 8C",40.386031,49.955821
Bakcell Əhmədli,,"Xatai r-nu, Sarayevo kuc., ev E, 2322-ci meh.",40.386546,49.95416
Real-S super market,,"Xatai r-nu, Seyid Azim Sirvani kuc., 78",40.392892,49.960948
Dost Mart,,"Xatai r-nu, Shixlinski kuc., 15",40.375962,49.964856
Freshmart,,"Xatai r-nu, S.Orucov kuc.",40.381119,49.86895
DOLU mağaza Xətai,,"Xatai r-nu, Suleyman Vezirov kuc., ev 25 A",40.384421,49.872246
Araz supermarket Xətai,,"Xatai r-nu, S.Vezirov kuc., 64 A",40.385349,49.868763
Bazarstore Nargile,,"Xatai r-nu., Zig sossesi 5",40.368488,49.938885
Bizim market Sarayevo,,"Xetai r-nu, Axmedli STQ, Sarayevo kuc, ev 23 2346-2347 ci meh.",40.394663,49.935469
Rahat Market,,"Xətai r-nu, Inqlab Ismayilov kuc., 8",40.36001,49.96977
Ocaq market,,"Xezer r-nu, Bine qes., Bine saxvoz,",40.419568,50.106091
Rahat supermarket Binə,,"Xezer r-nu, Bine qes., Bine Sovxoz shossesi, 3-cu km",40.423013,50.103787
Brend supermarket,,"Xezer r-nu, Bine qes., Hicran Hasilov kuc., ev 4, Donge 2",40.454808,50.106426
Nihat market,,"Xezer r-nu., Qala STQ, Qala qes.",40.446134,50.170333
Elit Optimal Şüvəlan,,"Xezer r-nu., Shuvalan qes., A.İldirim kuc., 8",40.486791,50.16923
Araz supermarket (Suvelan),,"Xezer r-nu, Suvelan qes., A.Ildirim kuc., 11",40.381394,49.869461
Rahat supermarket Ekologiya 1,,"Xirdalan seh., Shamaxi shossesi",40.431895,49.785512
Rahat market,,"Xiyabani kuc., 1A",40.4010905,49.7966471
Neptun Market 3 H.Aslanov,,"X.Mammedov kuc., 2944",40.37211,49.95107
Demirchi Tower,,"Xocali pr., 37",40.382935,49.871475
Expressbank Xatai filiali,,"Xocali pr., 55",40.383354,49.877816
Caspian Plaza,,"Yasamal ray., C.Cabbarlı kuc. 44",40.385208,49.828653
Bizim market Sharifzade,,"Yasamal r-n, Sharifzade kuc, ev 154C, 3153-cu meh",40.389337,49.804226
Araz supermarket 6-cı paralel,,"Yasamal r-nu, 6-cı paralel, M.Naxcivani kuc., 15",40.38397,49.822992
Elmler Akademiyası M/S,,"Yasamal r-nu, B. Vahabzade kuc.",40.375248,49.815685
Expressbank Elmler filiali,,"Yasamal r-nu, B. Vahabzade kuc.",40.375344,49.812386
Zeytun market,,"Yasamal r-nu, H.B.Zardabi kuc., 192 A",40.40002,49.80617
SOCAR İnstitutu,,"Yasamal r-nu, H.B.Zardabi kuc., 88A",40.398352,49.806496
Bakcell Yasamal,,"Yasamal r-nu, H.Cavid pr., 147",40.375838,49.815578
NAR Elmler,,"Yasamal r-nu, H.Cavid pr., 48",40.41132,49.8467879
Bakı Biznes Universiteti,,"Yasamal r-nu, Hesen bey Zardabi kuc., 88 A",40.396973,49.806788
Olimp-hospital,,"Yasamal r-nu, İnsaatcilar pr., ev 8",40.375711,49.819492
XXI ESR Tehsil Merkezi,,"Yasamal r-nu, Insaatcilar pr.  ev 98",40.380163,49.822157
Qala Heyat Sigorta,,"Yasamal r-nu, Izmir kuc., 5 A",40.388443,49.823471
Dalga market,,"Yasamal r-nu, K.Rahimov kuc, 15",40.386337,49.801349
Parlament pr Kecid,,"Yasamal r- nu, Parlament pr.",40.364357,49.818337
20 yanvar  yarmarka,,"Yasamal r-nu, R. Cafarov kuc.",40.403103,49.811375
AvroMart market,,"Yasamal r-nu, S.Qurbanov kuc., ev 19",40.377987,49.831516
Yadigar market,,"Yasamal r-nu, Yeni Yasamal, A.Ahmadov kuc.",40.390957,49.788914
Spar market,,"Yasamal r-nu, Yeni Yasamal, A.Ahmedov kuc,. 41",40.389139,49.788387
Bizim market  A.Ahmedov,,"Yasamal r-n, Yeni Yasamal, Əsəd əhmədov küç 19",40.393891,49.794462
Imza market,,"Yeni Guneshli qes, AB massivi",40.378537,49.978268
Araz supermarket (Gunesli),,Yeni Gunesli qes.,40.38604,49.98132
Bereket Market,,"Yeni Gunesli qes, massiv AB",40.37661,49.97808
Ayxan Market,,"Zabrat 1 qes., Babek kuc., 92",40.475663,49.950012
BakuBus,,Zig shosesi,40.356523,49.980495
Rahat market,,Zig sosesi 3A,40.367712,49.940043
Vergi X/M,,"Ziya Bunyatov kuc., 15",40.402651,49.881392
Bazarstore (Makromart),,"Z.Xelilov kuc., 60",40.386602,49.815497
Balaken Postu DYP,,-,41.639942,46.566956
Balaken seher DYP sobesi,,-,41.722042,46.417637
Berde Postu DYP,,-,40.466873,47.127251
BolMart Bərdə,,"Baki kuc.,",40.401145,47.124763
Bazarstore Berde,,"Baki kuc., 2A",40.37685,47.13492
Avtovagzal Bərdə,,"Berde r-nu, Guloglular kendi",40.402963,47.123774
Expressbank Berde filiali 24/7,,"Heyder Aliyev pr., 88A",40.376637,47.126664
Neptun supermarket,,"Ismet Qayibov kuc., 18 A",40.384157,49.913424
Kanan market,,"Kalantarli qes., Sanaye kuc.,",40.359459,47.124147
Pasha Sigorta,,"Koroglu kuc., 1",40.376217,47.124168
Qediroglu market,,Lek kendi.,40.359905,47.141949
Berde sheheri DYP shobesi,,"U.Hacibeyov kuc., 5",40.374983,47.12187
BolMart Beyləqan,,A.Akbarov ve S.İmrəliyev kucelerin kesishmesi,39.774311,47.622938
Elit Optimal  Beyləqan,,Magistral kuc.,39.774139,47.622906
Beylaqan rayon DYP sobesi,,"M.A.Rasulzade kuc., 98",39.771932,47.622499
Elit Optimal  Bilesuvar,,"H.Aliyev pr., 43",39.46022,48.541847
Bilesuvar rayonu DYP sobesi,,"M.Axundov kuc., 246",39.454227,48.541737
Goytepe Postu DYP,,-,39.159786,48.571059
Bazarstore Cəlilabad,,"Calilabad r-nu, 28 may kuc., 41.",39.208444,48.493469
Celilabad rayonu DYP sobesi,,"Heydar Aliyev pr., 154",39.210027,48.500937
Rahat Market,,Heyder Aliyev pr.,39.206373,48.483288
Bakcell Celilabad,,"Qurtulus kuc., 70",39.21581,48.52384
Daskesen rayonu DYP sobesi,,"Tofiq Ismayılov kuc., 9",40.525237,46.091202
Gedebey sehəri DYP shobesi,,Gədəbəy şəhəri DYP şöbəsi,40.579642,45.814352
Gence seher BDYPI,,-,40.6833632,46.3692434
Gence seher BDYPI,,-,40.682151,46.369679
Expressbank Gence filiali,,"Ataturk pr., 240",40.680646,46.35814
Pasha Sigorta,,"Ataturk pr., 240",40.680508,46.358349
NAR Gence,,Ataturk pr. 261,40.676319,46.359337
Araz supermarket,,"Ataturk pr., ev 127 M",40.697168,46.361255
Bakcell Gəncə,,"Cavadxan kuc., 28 B",40.675156,46.360298
Bazarstore Gence 2,,F.X.Xoyski kuc.,40.681773,46.362288
BolMart,,"M.Seyxzamanov kuc., 7",40.688383,46.385627
Bazarstore Gence,,"N. Narimanov kuc., 76",40.67488,46.3701
Mega Market,,"Sax Ismayil Xatai pr., 93",40.646721,46.348915
BolMart,,"S.İ.Xatai pr. U.Hacibayov kuc. kesishma,",40.696155,46.373909
Gəncə Regional Dövlət Miqrasiya Xidməti İdarəsi,,"U.Hacibeyov kuc., 274 B",40.705547,46.373448
Gence Postu DYP,,"Zazali postu, Baki- Alet - Qazax-Gurcustan yolu",40.689449,46.489613
Goranboy rayonu DYP sobesi,,-,40.602589,46.784264
Goycay səhəri DYP sobesi,,-,40.628007,47.739372
Goygol seheri DYP sobesi,,"H.Aliyev kuc., 20",40.580799,46.316148
Step market,,"S.Behlulzade kuc., 2",40.589926,46.325742
Real Market,,Qurtulush kuc.,39.11502,48.5955
Nevahi Postu DYP,,-,40.01211,49.1474
Qedirxum T/M,,"Baki-Qazax yolu, 113-cu km",40.029761,48.954782
Haciqabul market,,H.Aliyev prospekti 32,40.641628,46.364574
Haciqabul rayonu DYP sobesi,,"Heydar Aliyev kuc., 12",40.03674,48.93398
Fedek market,,Pirsaat qes.,40.042123,49.063032
Imisli seheri DYP sobesi,,-,39.867855,48.056168
Bazarstore Imisli,,H. Aliyev kuc.,39.8686,48.05621
Ismayilli rayon DYP sobesi,,"H.Aliyev kuc., 30",40.785441,48.145602
Ismayilli Postu DYP,,Ismayilli Postu DYP,40.721084,48.336431
Nur market,,Salatin Asgerova kuc.,40.790566,48.17315
Sehane Market,,Sumagalli kendi,40.78907,48.14888
Kurdemir Postu DYP,,-,40.309299,48.240253
Kurdemir seheri DYP sobesi,,-,40.3348,48.156401
BolMart Kurdemir,,"Babek pr., 38",40.351712,48.162355
Yusioil market,,Ershali kendi,40.283021,48.331926
EFİ Ticarət Mərkəzi,,"İmisli shossesi,",40.328463,48.148228
EDU market,,Sigirli kendi,40.258214,48.402756
Ugur Market,,"Yeni Siximli kendi, Baki-Qazax yolu 188-ci km",40.317439,48.215019
Bazarstore (Makromart),,"Baki-Astara shossesi, Digah qes., 21-ci meh.",38.758857,48.834741
Lənkəran Regional Dövlət Miqrasiya Xidməti İdarəsi,,Goyshaban kendi,38.81296,48.826977
Pasha Sigorta,,"H.Asıanob kuc., 1",38.758389,48.855526
Bakcell Lənkəran,,"H.Aslanov kuc., xiyabani 26",38.753952,48.851355
Bazarstore Lənkəran,,Qala Xiyabani kuc.,38.758035,48.854132
Halal market,,Sehidler Xiyabani kuc.,38.768083,48.846924
Lankaran seheri DYP sobesi,,"Tofiq Ismayilov kuc., 26",38.762293,48.838786
Palıd market,,Veravul kendi,38.809748,48.770418
Lerik rayon DYP sobesi,,"Hazi Aslanov kuc., 1",38.77497,48.411777
Bazarstore Masallı,,"H.Aliyev pr., 135",39.023303,48.669215
Bazarstore (Makromart),,"H.Aliyev pr., 30",39.038432,48.67581
Masalli rayonu DYP sobesi,,"H.Aliyev, pr., 99",39.021109,48.677353
Cenub market,,"Masalli r-nu, Erkivan yolu",39.019316,48.651035
Mingecevir seheri DYP sobesi,,-,40.772659,47.053265
Qediroqlu Market 3,,-,40.76921,46.99909
Qediroqlu Market 2,,-,40.7727,47.02292
OBA market,,"GRESS qes., Naxcivan kuc.,",40.770011,47.000103
Expressbank Mingecevir filiali,,"H. Aliyev pr., 36",40.769269,47.053441
Expressbank Mingecevir filiali 1,,"H.Aliyev pr., 36",40.771052,47.049373
Bakcell Mingecevir,,"H.Aliyev pr., 47/2a",40.769678,47.053382
Qediroglu Market 6,,"H.Aliyev pr., bina 8, 1-ci qacqinlar seherciyi",40.757064,47.082637
Bazarstore market  2,,"M.E. Rasulzade kuc., 53",40.767952,47.056881
Bazarstore Mingəçevir,,"Mingecevir seh., H.Aliyev pr., 31",40.76734,47.056638
Qədiroğlu market 7,,"Mingecevir seh., N.Nerimanov kuc.",40.765308,47.053299
Qediroqlu market 1,,"Mingecevir seh, Qress",40.7697851,46.9870397
5+ market 1,,"M.Maqamayev pr., 16/2",40.76748,47.04572
Qediroglu Market 5,,"Nizami pr., 4",40.759621,47.058716
Qediroglu Market 4,,"Xocali kuc., 7A",40.76773,47.056182
Elgun Market,,-,40.50705,46.81382
Naftalan seher DYP sobesi,,-,40.509823,46.824268
Proqress Market,,M.A.Resulzade kuc.,39.383336,49.25003
Proqress market,,Mehemmed Esedov kuc.,39.384035,49.244745
Neftcala seheri DYP sobesi,,"Nizami kuc., 4",39.373158,49.239332
Oguz seheri DYP sobesi,,-,41.076556,47.466152
Qax sheher DYPI,,-,41.419884,46.918758
Qazax seheri DYP sobesi,,-,41.095383,45.371429
Qazax Postu DYP,,-,41.263988,45.222938
Anar market,,Aliaga Shxlinski kucesi,41.095386,45.351033
Şok market,,"Azadliq kuc., 80 A",41.091619,45.359337
Bakcell Qazax,,H.Aliyev pr.,41.088203,45.35461
Qebele seher DYP,,-,40.61787,48.66296
Qebele  T/M,,I.B.Qutqasinli kuc.,40.980552,47.848229
Qobustan-Mereze Postu DYP,,-,40.528229,48.876339
Bizim market Qovlar,,"Qovlar seh,",40.947375,45.7399406
Quba seheri DYP sobesi,,-,41.355946,48.493145
“Arena Hotel Quba”,,Baki-Quba yolunun 4-cu km.,41.362196,48.566585
Yeni Market,,H. Aliyev pr.,41.3629861,48.516876
Xezer Market,,H.Aliyev pr.,41.3632246,48.5353312
Bakcell Quba,,"H.Aliyev pr., 196",41.362108,48.525499
Vahid Market,,"H.Aliyev pr., 30-32-ci meh.",41.3681954,48.5430608
Megastore supermarket,,"H.Aliyev pr., Tofiq Ahmedov küç., 1",41.36297,48.528767
Araz supermarket,,Heyder Aliyev pr.,41.36265,48.52289
Topdan market,,Merkəzi Bazar.,41.361157,48.527542
Eleqant market,,Mirzememmədkend kendi,41.377995,48.529481
Dəniz Market,,"Qirmizi qes., F.Xoyski kuc.",41.3738058,48.5237965
Life Store,,Vaqif kucesi.,41.370425,48.544299
Yalama Postu DYP,,-,41.559868,48.542316
Expressbank Qusar filiali,,A. Xammetov kuc.,41.437064,48.433861
Expressbank Qusar filiali 24/7,,A. Xammetov kuc.,41.4313993,48.4407918
Petek Market,,"Fuzuli kuc., 32",41.4178308,48.4135978
Pioner 1 market,,"H.Aliyev kuc., 168",41.4152485,48.411672
Pioner 6 market,,H.Aliyev pr.,41.418488,48.418621
Eynar Market,,"H.Aliyev pr., 5",41.4301161,48.4341085
Pioner 4 market,,"Muqtedir kuc., 5",41.4268055,48.4317315
Pioner 5 market,,"M.Veliyev kuc., 7",41.4332342,48.434865
Pioner supermarket,,Qazi Mammed kuc.,41.4248734,48.4207901
Saatli seheri DYP sobesi,,H.Aliyev pr.,39.939739,48.378422
Bol Market,,H.Aliyev prospekti 190,39.937267,48.362831
Sabirabad seheri DYP sobesi,,-,40.016487,48.474659
Elit Optimal Sabirabad,,"H.Aliyev pr., 68",40.008208,48.471008
Bazarstore Sabirabad,,"H.Aliyev pr., ev 31",40.004805,48.470412
Elsen-Gulsen T/M,,Qaraguney kendi,39.963795,48.848213
Sabran rayonu DYP sobesi,,-,41.199325,48.985145
Elit Optimal Şabran,,"M.A.Rasulzade kuc., 1",41.200351,48.983098
Araz supermarket Şabran,,M.A.Resulzade kucesi 57 A,41.20164,48.981513
Shabran Hotel & Resort,,"Sabran r-nu, Pirebedil kendi",41.194506,48.783523
Salyan Postu DYP,,-,39.771767,49.171028
Salyan seheri DYP sobesi,,"A.Zeynalov kuc., 83",39.598303,48.987484
Ruslan T/M,,Cadirli kendi,39.832761,48.948979
Rassa market,,"H.Aliyev pr ile T.Davudzade kuc., kesishmesi",39.59671,48.984833
Dereleyez T/M,,Qaradagli kendi,39.769566,48.976471
Vigas Ailem market,,Shorsulu kendi,39.422768,48.82132
Shirvan Restoran Shamaxi,,Baki-Qazax yolu 110-cu km,40.565361,48.748467
Bakcell Samaxi,,"Gencler kuc., 34",40.634064,48.643005
Gold Qayali market,,Hamyali kend erazisi,40.601274,48.685499
Samaxi rayonu DYP sobesi,,"N.Narimanov kuc., 64",40.638377,48.636404
VIP market,,"S.Azimshirvani kuc., - C.Cabarli kuc.",40.62622,48.64692
Elit Optimal  Shamaxi,,"Shamaxi, Neriman Nerimanov",40.639884,48.639313
Seki seher DYPI,,-,41.190136,47.160568
Seki Postu DYP,,-,41.061977,47.142055
Bakcell Şəki,,"Axundov pr., 6",41.202696,47.179895
Sevda Market,,H.Aliyev pr.,41.2064004,47.1700487
Ekonom market 1,,"M.A. Rasulzade kuc., 180",41.202294,47.177867
Şəki Regional Dövlət Miqrasiya Xidməti İdarəsi,,"M.A. Resulzade pr., 12",41.157602,47.177722
Ekonom market 2,,M.E.Resulzade pr.,41.161937,47.164072
Sheki store,,"M.E.Resulzade pr,. 166 B",41.198036,47.176121
Bazar Mini Market,,Salman Mumtaz kuc.,41.185017,47.159368
Col yolu market,,Salman Mumtaz kuc.,41.186922,47.160666
Bazarstore Seki,,"S.Rahman kuc., 27",41.20205,47.16704
Semkir seheri DYP sobesi,,-,40.851585,46.031139
Semkir Postu DYP,,-,40.734573,46.22364
Elit Optimal Şəmkir,,20 Yanvar kuc.,40.828149,46.023945
Bazarstore (Makromart),,Elshen Allahverdiyev kuc.,40.84084,46.03909
Şəmkir şəhər Məhkəməsi,,H.Aliyev prospekti  2,40.843002,46.026981
Araz N1 market,,"Şəmkir r., Şixəli Qurbanov 4",40.828825,46.018473
Neptun market Şəmkir,,"S.Vurgun kuc., 59",40.81686,46.014031
Sirvan seheri DYP sobesi,,-,39.95694,48.93929
Elit Optimal Şirvan,,20 Yanvar kucesi,39.956046,48.941216
Cengen T/M,,"H.Aliyev pr., 49",39.964005,48.942089
Expressbank Sirvan filiali,,"H. Aliyev pr., 58",39.967603,48.943281
Elit 6 market  Sirvan,,Mehemmed Amin Resulzade kuc.,39.95225,48.94314
Pasa Sigorta,,M.E. Rasulzade kuc.,39.96622,48.949526
Spar market 24/7,,"N.Narimanov kuc., Ev 3",39.95272,48.938019
Bakcell Sirvan,,"Rasulzade kuc., 23",39.957506,48.946469
Şirvan Regional Dövlət Miqrasiya Xidməti İdarəsi,,"S.Zeynalov kuc., 33",39.964922,48.94485
Neptun supermarket,,Xaqani kuc. 11,39.960386,48.945613
Siyezen rayonu DYP sobesi,,-,41.087802,49.105443
Araz supermarket Siyəzən,,"H.Aliyev pr., Ev 726",41.086845,49.102064
Zarat Postu DYP,,Zarat  kendi,40.942268,49.284283
En Ucuz Hiper Market,,"10-cu mkr., Babek pr.",40.5689,49.69146
Qayali Superstore,,11-ci mkr erazisi.,40.564606,49.675649
Sumqayıt Hospital,,"12 MKR, Cerkassi kuc., 181",40.563227,49.684683
Qayali market Sumqayit,,15-ci mehelle,40.587612,49.665981
Seda T/M,,"17-ci mkr., I.Qayibov kuc.",40.563976,49.708467
En ucuz Market,,"17-ci mkr., Mehemmed Esedov kuc.",40.559343,49.704617
Elmar market 1,,18-ci mkr.,40.55968,49.69807
Goyercin Market,,"30-cu meh., ev 2",40.59137,49.67985
Expressbank Sumqayıt filiali,,"30-cu meh., Sulh kuc., ve Nerimanov kuc., kesismesi",40.58993,49.676373
Expressbank Sumqayit filiali 24/7,,"30-cu meh., Sulh kuc., ve Nerimanov kuc., kesismesi",40.589841,49.676398
Araz supermarket (Sumqayıt),,32-ci meh.,40.5901,49.67517
Ordubad market,,40-ci mehelle,40.583257,49.674926
Bazarstore,,"44-cu mah., Baki kuc. 37",40.575867,49.679546
Faxri Market,,7-8-12 mehelle,40.59935,49.66878
Araz supermarket,,"9-cu MKR., U.Hacibeyov kuc., 24 C",40.566535,49.685684
Bakcell Sumqayit 1,,"Azadlıq pr., 3",40.595592,49.67073
Gold Qayali T/M,,"Babek pr., 10-cu MKR.",40.568562,49.692322
Goycay market,,"H.Aliyev pr. 54, 22-ci meh.",40.601163,49.664335
Qayali market,,"H.Z. Tagiyev qes., Demir Yol Y/M-i, 6C",40.619465,49.562397
Sumqayit seheri DYP sobesi,,Koroglu pr.,40.595904,49.658164
Sulh plaza,,"Sulh kuc.,",40.585236,49.665153
En Ucuz Ali 94 market,,"Sulh kuc., 19",40.585621,49.66703
Elit Optimal Sumqayıt,,"Sumqayıt seh, 18-ci mkr dairesi",40.559597,49.696884
Qayali market,,"S.Vurgun kuc., Bulvar erazisi",40.593975,49.682801
Bakcell Sumqayit 2,,U.Hacibeyev kuc.,40.571177,49.689694
Araz supermarket (Sumqayit 2),,"U.Hacibeyov kuc., ev 25 C",40.569936,49.689899
STP,,"Z.Tagiyev qes., Sumqayit sossi, 7-ci km",40.599037,49.631506
Terter rayonu DYP sobesi,,-,40.338043,46.948105
Tovuz rayonu DYP sobesi,,-,40.979336,45.628406
Şok market,,Eyyublu kendi.,40.926261,45.816867
Ərzaq market,,"Eyyublu kendi, N.Narimanov kuc.",40.928176,45.818048
Elit Optimal Tovuz,,"M.Musayev kuc.,",40.979442,45.628626
Bazarstore Qovlar,,Qovlar kendi,40.949269,45.740468
Best Store,,"Qovlar seh., Vagzal kuc.,",40.949066,45.735176
Mega Market,,-,40.505451,47.658531
Ucar seheri DYP sobesi,,"H.Aliyev pr., 8",40.523777,47.650072
Elit Optimal Ucar,,M.A.Rasulzade kuc.,40.506657,47.660426
Küçəkənd market,,"Ucar r-nu, Kucekend kendi",40.484567,47.792399
Xacmaz seheri DYP sobesi,,-,41.469952,48.800243
Aydin Market,,Arzu kendi,41.402354,48.6978343
Gold Qayalı market,,Baki pr.,41.447936,48.795249
Gold Qayalı market 2,,Baki pr.,41.447936,48.795249
Yashil market,,Baki pr. Xacmaz-Xudat yolu,41.469271,48.781913
Nabran market,,"Baki pr., Xacmaz-Xudat yolu",41.453873,48.789047
Murad market,,Cinartala kendi.,41.548019,48.722977
Expressbank Xacmaz filiali 2,,"H.Aliyev kuc., 2",41.470226,48.796435
Expressbank Xacmaz filiali 24/7,,"H.Aliyev kuc., 2",41.466126,48.804432
Xaçmaz Regional Dövlət Miqrasiya Xidməti İdarəsi,,"H.Aliyev pr., 13",41.466137,48.787216
Pasha Sigorta,,"H.Z.Tagiyev kuc., 12 A",41.465492,48.800285
Ugur market,,"Muzaffaroba kandi, Xacmaz-Xudat yolu, 6-cı km",41.500034,48.764496
Qayali market,,"N.Narimanov kuc.,",41.463416,48.801529
Cəmşid market,,"Qaradaglı kendi., Xacmaz - Shabran yolu",41.403775,48.836347
Euro market,,"R.Behbudov kuc., 46 A",41.451974,48.79779
Vahidoğlu market,,"Xacmaz - Sabran yolu, Carxi- Rahimoba kendlerin erazisi",41.394766,48.84601
Hayat-insaat T/M,,Xacmaz-Xudat yolu,41.567134,48.721846
Ay ulduz market,,"Ziya Bunyadov kuc., 25-ci meh",41.448893,48.813061
Abseron rayon DYP sobesi,,-,40.442078,49.758932
Spar market Xırdalan,,A.Safiyev kuc.,40.455892,49.750664
AR. Dovlet Yol Polisi Idaresi,,Bineqedi sossesi 4,40.355471,49.79755
Kristal Abşeron Xirdalan,,"H.Aliyev pr., 30, Bina 2",40.454825,49.736057
Bazarstore (Makromart),,"Heydar Aliyev pr., 167",40.462606,49.728794
Grandmart,,"Mehdi Huseynzada kuc., 54B",40.40991,49.95562
Araz supermarket (Xirdalan),,Mehdi Huseynzade kuc.,40.45547,49.74133
Neptun market Xirdalan,,"Xirdalan qes., Bineqedi shosesi",40.44756,49.77701
EL market,,"Xirdalan seh., H.Aliyev pr., 34",40.439975,49.765901
Narinci market,,"Xirdalan seh, Qusculuq mas., S.Bahlulzada kuc.",40.459731,49.719756
Xizi rayonu DYP sobesi,,-,40.911695,49.072467
Qayali Market,,"Xachmaz r-nu, Xudat, M.F.Axundov kuc.",41.6222245,48.6869956
Turist Market,,"Xudat, M.Fataliaxundov kuc., 1A",41.6228889,48.686103
Yardimli seheri DYP sobesi,,"Fuzuli kuc., 9",38.909737,48.269802
Yevlax seher DYPI,,-,40.636093,47.748985
Yevlax Postu DYP,,-,40.679855,46.867077
Neptun market,,"H.Aliyev pr., 101",40.597435,47.144635
Yevlax Regional Dövlət Miqrasiya Xidməti İdarəsi,,"Heydar Aliyev pr., 99 A/4",40.591685,47.144538
Neptun market,,Yeni Yevlax,40.613908,47.146035
Pasha Sigorta,,"Aslanbey Qardasov kuc., ev 7",41.631131,46.638119
Bakcell Zaqatala,,"Faiq Amirov kuc., 4 А",41.629227,46.64019
“Elit Optimal” Zaqatala,,"H.Aslanov kuc., 66",41.629731,46.639835
Elit 2 market,,Heydar Aliyev pr.,41.63392,46.65056
Bazarstore Zaqatala,,"Molla Veli Vidadi kuc., 3",41.62941,46.64276
Bullur market,,"Nizami kuc., 53",41.63195,46.6508
Zaqatala seheri DYPI,,Vaqif İsmayilov kuc.,41.627212,46.635807
Avtovagzal,,V.Ismayilov kuc.,41.601893,46.65777
Zerdab rayonu DYP sobesi,,-,40.212229,47.701135
